id,deskripsi,platform,tujuan,fitur_utama,target_user,estimasi_deadline,estimasi_budget,industri,ui/ux,hosting
1687,Perusahaan konsultan kami butuh sistem backend ticketing,Django,Sistem Backend,"Ticket Management, User Roles, Analytics, Email Notification",Internal Staff,30 hari,14000000,Konsultasi,Tidak,Ya
1688,Startup kami perlu website yang responsif dengan focus SEO,Next.js,Website,"Blog, Newsletter, SEO Optimization, Social Media Integration",Tech Enthusiast,28 hari,9500000,Technology,Ya,Ya
1689,Butuh mengotomasi proses invoice dan penagihan bulanan,Python,Automasi,"Email Scheduling, PDF Generation, Payment Tracking",Tim Finance,15 hari,6000000,Accounting,Tidak,Tidak
1690,Ingin membuat tool email marketing untuk bisnis kami,PHP,Tool Berbasis Web/Software,"Email Template, Campaign Manager, Analytics, Subscriber Management",Tim Marketing,30 hari,10000000,Digital Marketing,Ya,Ya
1691,Butuh redesign UI/UX untuk aplikasi yang sudah ada,Figma,Design UI/UX,"Wireframing, Prototype, User Testing, Style Guide",Pengguna Umum,20 hari,7500000,Healthcare,Ya,Tidak
1692,Perlu integrasi payment gateway dengan website yang ada,Laravel,Integrasi Payment,"Multiple Payment Options, Transaction History, Invoice",Customer E-commerce,15 hari,5000000,E-commerce,Tidak,Tidak
1693,Membutuhkan company profile interaktif dengan AR,React,Company Profile,"AR Feature, 3D Models, Interactive Timeline, Contact Form",Potential Business Partners,40 hari,25000000,Real Estate,Ya,Ya
1694,Butuh aplikasi mobile untuk manajemen karyawan lapangan,Flutter,Aplikasi Mobile,"GPS Tracking, Task Assignment, Reporting, Attendance",Manager & Field Staff,50 hari,22000000,Construction,Ya,Ya
1695,Ingin website katalog produk dengan fitur pemesanan,CodeIgniter,Website,"Product Search, Inquiry Form, Admin Dashboard, Analytics",Distributor & Reseller,25 hari,8500000,Wholesale,Ya,Ya
1696,Kami perlu aplikasi manajemen kelas online,Ruby on Rails,Tool Berbasis Web/Software,"Video Conference, Assignment, Grading, Student Management",Guru & Siswa,35 hari,16000000,Education,Ya,Ya
1697,Butuh sistem backend untuk IoT perangkat smart home,Express.js,Sistem Backend,"Device Management, Data Visualization, User Access Control",Homeowner,45 hari,19000000,IoT,Tidak,Ya
1698,Ingin e-commerce khusus untuk produk digital,Shopify,E-Commerce,"Digital Download, Subscription, Membership, Affiliate Program",Content Creator,30 hari,12500000,Digital Content,Ya,Ya
1699,Perlu landing page untuk peluncuran aplikasi baru,Vue.js,Landing Page,"App Preview, Feature Showcase, Early Access Form, Analytics",Early Adopters,10 hari,4500000,Software,Ya,Tidak
1700,Kami butuh API untuk integrasi data antar sistem internal,Go,API,"Data Synchronization, Security, Rate Limiting, Documentation",Developer Internal,25 hari,15000000,Banking,Tidak,Ya
1701,Kami membutuhkan website baru yang menarik untuk bisnis kuliner kami dengan fitur pemesanan online,WordPress,Website,"Booking online, galeri menu, testimonial pelanggan",Pecinta kuliner 25-45 tahun,30 hari,6500000,Food & Beverage,Ya,Ya
1702,Butuh sistem manajemen inventori untuk toko furniture kami yang berkembang pesat,PHP,Sistem Backend,"Tracking stok, laporan penjualan, manajemen supplier",Staff toko dan manajer,45 hari,12000000,Retail,Tidak,Ya
1703,Ingin membuat landing page untuk peluncuran produk skincare baru kami bulan depan,React,Landing Page,"Form registrasi, countdown timer, galeri produk",Wanita 18-35 tahun,15 hari,4500000,Beauty,Ya,Ya
1704,Perlu aplikasi mobile untuk layanan antar jemput laundry kami di Jakarta,React Native,Aplikasi Mobile,"GPS tracking, pembayaran online, notifikasi",Pengguna smartphone 20-40 tahun,60 hari,18000000,Service,Ya,Tidak
1705,Membutuhkan company profile yang elegan untuk firma hukum kami,WordPress,Company Profile,"Profil pengacara, artikel hukum, form konsultasi",Calon klien korporat,25 hari,8500000,Legal,Ya,Ya
1706,Butuh e-commerce untuk produk kerajinan tangan lokal dengan pembayaran QRIS,WooCommerce,E-Commerce,"Shopping cart, wishlist, filter produk",Turis dan kolektor,40 hari,15000000,Handicraft,Ya,Ya
1707,Ingin mengintegrasikan Midtrans untuk website toko online yang sudah ada,PHP,Integrasi Payment,"Multi-payment, notifikasi, refund handling",Pembeli online,20 hari,7000000,E-Commerce,Tidak,Tidak
1708,Perlu API untuk sinkronisasi data antar sistem HR dan payroll perusahaan,Node.js,API,"Authentication, data validation, logging",Developer internal,35 hari,14000000,Finance,Tidak,Ya
1709,Mau redesign UI/UX aplikasi manajemen klinik gigi kami agar lebih user-friendly,Figma,Design UI/UX,"Wireframes, mockups, prototypes",Dokter dan staff klinik,28 hari,9000000,Healthcare,Ya,Tidak
1710,Butuh aplikasi desktop untuk kasir di restoran cepat saji kami,Electron,Aplikasi Desktop,"Perhitungan cepat, cetak struk, manajemen pesanan",Kasir dan manajer operasional,50 hari,16000000,Restaurant,Ya,Tidak
1711,Ingin membuat tool berbasis web untuk visualisasi data penjualan property,D3.js,Tool Berbasis Web/Software,"Dashboard, grafik interaktif, export data",Agen real estate,30 hari,11000000,Real Estate,Ya,Ya
1712,Perlu automasi untuk proses pengiriman invoice bulanan ke pelanggan,Python,Automasi,"Email scheduling, template dinamis, tracking",Staff administrasi,25 hari,8000000,SaaS,Tidak,Ya
1713,Butuh website portofolio untuk studio arsitektur dengan galeri proyek 3D,Next.js,Website,"3D viewer, case studies, form kontak",Calon klien proyek properti,35 hari,13500000,Architecture,Ya,Ya
1714,Ingin membuat aplikasi mobile untuk komunitas pecinta tanaman hias,Flutter,Aplikasi Mobile,"Forum diskusi, marketplace, panduan perawatan",Penghobi tanaman 25-50 tahun,55 hari,17500000,Lifestyle,Ya,Tidak
1715,Perlu sistem backend untuk mengelola booking lapangan futsal online,Laravel,Sistem Backend,"Jadwal lapangan, pembayaran DP, notifikasi",Pengelola lapangan dan pemain,40 hari,14500000,Sports,Ya,Ya
1716,Butuh e-commerce B2B untuk distribusi produk kemasan plastik,Magento,E-Commerce,"Harga grosir, minimum order, approval flow",Bisnis manufaktur,65 hari,25000000,Manufacturing,Ya,Ya
1717,Ingin landing page untuk pendaftaran webinar edukasi investasi crypto,Vue.js,Landing Page,"Form registrasi, payment gateway, konfirmasi email",Investor pemula 20-35 tahun,20 hari,5500000,Finance,Ya,Ya
1718,Perlu company profile interaktif untuk startup teknologi AI kami,React,Company Profile,"Animasi, demo produk, career page",Investor dan talent IT,30 hari,12500000,Technology,Ya,Ya
1719,Butuh integrasi API Xendit untuk platform marketplace produk digital kami,Node.js,Integrasi Payment,"Disbursement, recurring payment, escrow",Penjual dan pembeli digital,25 hari,9500000,Digital Products,Tidak,Tidak
1720,Ingin membuat aplikasi mobile untuk pencatatan dan monitoring pengeluaran pribadi,Kotlin,Aplikasi Mobile,"Kategori pengeluaran, grafik, export laporan",Profesional muda 25-40 tahun,45 hari,16000000,Finance,Ya,Tidak
1721,Kami memerlukan website untuk menampilkan portfolio dan produk kerajinan tangan khas Jawa,WordPress,Company Profile,"Katalog Produk, Galeri, Kontak Form, Blog","UMKM, Turis",14 hari,3500000,Kerajinan,Ya,Ya
1722,Butuh platform untuk berjualan sepatu sneakers koleksi pribadi,WooCommerce,E-Commerce,"Keranjang Belanja, Pembayaran Online, Katalog",Kolektor Sepatu,30 hari,8000000,Fashion,Ya,Ya
1723,Sistem pencatatan inventaris gudang farmasi dengan notifikasi stok minimum,Laravel,Sistem Backend,"Dashboard Admin, Laporan Stok, Notifikasi",Staff Gudang,45 hari,15000000,Kesehatan,Tidak,Ya
1724,Aplikasi mobile untuk tracking pengiriman kurir internal perusahaan,React Native,Aplikasi Mobile,"GPS Tracking, Status Pengiriman, Notifikasi","Kurir, Admin",60 hari,20000000,Logistik,Ya,Ya
1725,Pembuatan landing page untuk promosi event seminar tahunan perusahaan,HTML/CSS,Landing Page,"Form Pendaftaran, Timeline, Speaker Profile",Profesional,7 hari,2500000,Event,Ya,Tidak
1726,Integrasi pembayaran QRIS dan VA untuk toko online yang sudah ada,PHP,Integrasi Payment,"Dashboard Transaksi, Multi Payment, Refund",Pedagang Online,21 hari,6000000,Retail,Tidak,Tidak
1727,Sistem pencatatan absensi karyawan berbasis lokasi dengan foto,Flutter,Aplikasi Mobile,"Geolocation, Face Recognition, Reporting","HRD, Karyawan",30 hari,12000000,HR,Ya,Ya
1728,Butuh desain UI/UX untuk aplikasi kesehatan mental yang sedang dikembangkan,Figma,Design UI/UX,"User Flow, Wireframe, Prototype","Remaja, Dewasa",14 hari,4500000,Kesehatan,Ya,Tidak
1729,API untuk integrasi data penjualan dari berbagai marketplace,Node.js,API,"Authentication, Data Synchronization",Tim Marketing,20 hari,7500000,E-commerce,Tidak,Ya
1730,Company profile untuk perusahaan konsultan pajak dengan booking system,Laravel,Company Profile,"Profil Tim, Layanan, Booking Online",Pengusaha,25 hari,6500000,Keuangan,Ya,Ya
1731,Aplikasi desktop untuk kasir restoran dengan printer thermal,Electron,Aplikasi Desktop,"Point of Sale, Inventory, Reporting",Kasir,30 hari,9000000,F&B,Ya,Tidak
1732,Website portofolio untuk fotografer dengan galeri kategori,Next.js,Website,"Galeri, Filter, Contact Form",Fotografer,10 hari,3000000,Kreatif,Ya,Ya
1733,Sistem automasi laporan penjualan bulanan dari berbagai cabang,Python,Automasi,"Data Processing, PDF Generation, Email",Manager,15 hari,5000000,Retail,Tidak,Tidak
1734,Tool untuk menganalisis sentimen komentar di media sosial,Django,Tool Berbasis Web/Software,"Data Scraping, Analysis, Visualization",Digital Marketing,45 hari,18000000,Marketing,Ya,Ya
1735,Website lelang online dengan timer dan sistem bidding,PHP,E-Commerce,"Bidding System, User Authentication, Payment",Kolektor,40 hari,14000000,Marketplace,Ya,Ya
1736,Aplikasi manajemen keuangan pribadi dengan grafik dan reminder,React,Aplikasi Mobile,"Dashboard, Budgeting, Notifications",Individu,35 hari,10000000,Keuangan,Ya,Ya
1737,Pembuatan API dokumentasi medis untuk rumah sakit,Spring Boot,API,"Secure Authentication, Data Encryption",Tenaga Medis,50 hari,22000000,Kesehatan,Tidak,Ya
1738,Sistem booking online untuk salon kecantikan,WordPress,Website,"Booking Calendar, Service List, Payment","Salon, Pelanggan",20 hari,5500000,Kecantikan,Ya,Ya
1739,Aplikasi inventory management untuk toko bahan bangunan,React,Tool Berbasis Web/Software,"Barcode Scanner, Stock Alert, Reporting",Staff Toko,30 hari,11000000,Retail,Ya,Ya
1740,Landing page untuk peluncuran produk skincare baru,Bootstrap,Landing Page,"Product Info, Pre-order Form, FAQ",Wanita 20-35,5 hari,1500000,Kecantikan,Ya,Tidak
1741,Saya perusahaan ritel kebutuhan pokok yang ingin mengembangkan sistem pemesanan online,Web,E-Commerce,"Keranjang belanja, pembayaran online, sistem pengiriman",Konsumen umum,45 hari,8500000,Retail,Ya,Ya
1742,Butuh website sederhana untuk mempromosikan jasa fotografi dan portofolio,WordPress,Company Profile,"Galeri foto, form kontak, halaman layanan",Calon klien fotografi,14 hari,2500000,Kreatif,Ya,Ya
1743,Kami startup fintech yang membutuhkan platform P2P lending,Web,Sistem Backend,"Dashboard admin, analisis risiko, manajemen pinjaman",Investor dan peminjam,90 hari,25000000,Fintech,Ya,Ya
1744,Membutuhkan sistem pemantauan stok gudang dengan notifikasi otomatis,Web,Tool Berbasis Web/Software,"Tracking inventory, notifikasi, reporting",Staff gudang,30 hari,7500000,Logistik,Ya,Ya
1745,Ingin membuat aplikasi mobile untuk menghubungkan tutor dan murid,Mobile,Aplikasi Mobile,"Pencarian tutor, booking, pembayaran, chat",Pelajar dan tutor,60 hari,15000000,Pendidikan,Ya,Tidak
1746,Kami dinas pendidikan yang ingin punya portal informasi beasiswa,Web,Website,"Database beasiswa, filter pencarian, form aplikasi",Pelajar dan mahasiswa,20 hari,4000000,Pemerintahan,Ya,Ya
1747,Mencari developer untuk membuat API payment gateway ke QRIS,Backend,API,"Endpoint pembayaran, callback, dashboard admin",Bisnis online,25 hari,12000000,Finansial,Tidak,Ya
1748,Butuh landing page untuk promosi event musik tahunan kami,Web,Landing Page,"Form registrasi, countdown, peta lokasi",Penggemar musik,7 hari,1500000,Hiburan,Ya,Ya
1749,Ingin membuat aplikasi kasir berbasis desktop untuk restoran,Desktop,Aplikasi Desktop,"POS, manajemen stok, laporan penjualan",Staff restoran,35 hari,9000000,F&B,Ya,Tidak
1750,Kami butuh sistem backend untuk mengelola data penelitian medis,Web,Sistem Backend,"Database terintegrasi, visualisasi data, export",Peneliti medis,45 hari,18000000,Kesehatan,Tidak,Ya
1751,Ingin membuat company profile menarik untuk konsultan pajak,Web,Company Profile,"Portfolio, testimonial, form kontak",Calon klien bisnis,15 hari,3500000,Keuangan,Ya,Ya
1752,Perusahaan travel yang butuh sistem booking paket wisata,Web,E-Commerce,"Pemilihan paket, pembayaran, konfirmasi",Traveler,40 hari,11000000,Pariwisata,Ya,Ya
1753,Membutuhkan automasi untuk pengumpulan dan analisis data sosial media,Backend,Automasi,"Crawling data, analisis sentimen, reporting",Tim marketing,30 hari,15000000,Marketing,Tidak,Ya
1754,Ingin aplikasi mobile untuk pesan antar makanan khusus diet,Mobile,Aplikasi Mobile,"Menu makanan, tracking pesanan, pembayaran",Pengguna diet,50 hari,14000000,F&B,Ya,Ya
1755,Butuh website untuk lelang online barang antik,Web,E-Commerce,"Sistem bidding, galeri produk, riwayat lelang",Kolektor barang antik,35 hari,12500000,Retail,Ya,Ya
1756,Ingin membuat sistem integrasi payment dengan beberapa bank,Backend,Integrasi Payment,"API connection, reconciliation, dashboard",Bisnis menengah,28 hari,9500000,Finansial,Tidak,Ya
1757,Kami membutuhkan desain UI/UX untuk aplikasi fitness,Figma,Design UI/UX,"Mockup, user flow, design system",Pengguna aplikasi fitness,20 hari,6000000,Kesehatan,Ya,Tidak
1758,Butuh sistem manajemen proyek konstruksi berbasis web,Web,Tool Berbasis Web/Software,"Gantt chart, alokasi resources, reporting",Kontraktor,45 hari,13500000,Konstruksi,Ya,Ya
1759,Ingin membangun marketplace untuk jasa freelance lokal,Web,E-Commerce,"Profil freelancer, sistem rating, escrow payment",Freelancer dan pemberi kerja,60 hari,22000000,Jasa,Ya,Ya
1760,Perusahaan manufaktur butuh aplikasi monitoring produksi,Web,Tool Berbasis Web/Software,"Dashboard real-time, alert sistem, analisis",Supervisor produksi,40 hari,16500000,Manufaktur,Ya,Ya
1761,Saya butuh website portofolio untuk studio fotografi saya agar bisa memamerkan hasil karya dan menjangkau klien baru,WordPress,Website,"Galeri foto dengan kategori, form booking, blog, testimoni klien",Klien potensial untuk jasa fotografi,30 hari,5000000,Fotografi,Ya,Ya
1762,Kami dari PT Makmur Jaya ingin memiliki website company profile yang profesional untuk meningkatkan citra perusahaan,HTML/CSS/JS,Company Profile,"Profil perusahaan, layanan, tim, kontak, testimoni",Mitra bisnis dan pelanggan potensial,45 hari,7500000,Konstruksi,Ya,Ya
1763,Butuh toko online untuk bisnis fashion saya dengan fitur pembayaran dan pengiriman terintegrasi,WooCommerce,E-Commerce,"Katalog produk, keranjang belanja, checkout, tracking pesanan",Pembeli online usia 18-35 tahun,60 hari,15000000,Fashion,Ya,Ya
1764,Perlu landing page untuk peluncuran produk skincare baru kami bulan depan,React,Landing Page,"Video produk, form pre-order, countdown timer, testimoni",Wanita usia 25-40 tahun,15 hari,3500000,Kecantikan,Ya,Ya
1765,Perusahaan kami membutuhkan sistem ERP sederhana untuk manajemen inventori dan keuangan,PHP/Laravel,Sistem Backend,"Dashboard admin, laporan stok, manajemen order, laporan keuangan",Staff internal perusahaan,90 hari,25000000,Manufaktur,Tidak,Ya
1766,Ingin mengintegrasikan pembayaran QRIS dan bank transfer di website toko online yang sudah ada,API,Integrasi Payment,"Gateway pembayaran multi-channel, notifikasi, rekonsiliasi otomatis",Pelanggan toko online,20 hari,4500000,Retail,Tidak,Tidak
1767,Butuh API untuk sinkronisasi data antara website dan aplikasi mobile kami,Node.js,API,"Endpoint CRUD, autentikasi, rate limiting, dokumentasi",Developer internal,25 hari,8000000,Teknologi,Tidak,Ya
1768,Kami ingin memiliki aplikasi mobile untuk layanan antar makanan dari restoran kami,React Native,Aplikasi Mobile,"Katalog menu, keranjang, tracking pengiriman, sistem review",Pelanggan restoran,70 hari,18000000,Kuliner,Ya,Ya
1769,Perlu software desktop untuk kasir di toko retail kami dengan 5 cabang,Java,Aplikasi Desktop,"POS, manajemen inventori, laporan penjualan, multi-user",Kasir dan manajer toko,40 hari,12000000,Retail,Ya,Tidak
1770,Butuh sistem otomatis untuk mengirim newsletter bulanan ke pelanggan kami,Python,Automasi,"Scheduler, template email, segmentasi pelanggan, analitik",Tim marketing,15 hari,3000000,Pendidikan,Tidak,Ya
1771,Ingin membuat tool berbasis web untuk kalkulator mortgage bagi klien properti kami,JavaScript,Tool Berbasis Web/Software,"Kalkulator interaktif, grafik visualisasi, export PDF",Calon pembeli properti,25 hari,6000000,Real Estate,Ya,Ya
1772,Kami perlu desain UI/UX untuk aplikasi kesehatan yang sedang kami kembangkan,Figma,Design UI/UX,"Wireframe, mockup, prototype interaktif, design system",Pengguna aplikasi kesehatan,35 hari,9000000,Kesehatan,Ya,Tidak
1773,Ingin membuat website crowdfunding untuk proyek sosial komunitas kami,PHP/CodeIgniter,Website,"Form donasi, progress bar, profil proyek, blog update",Donatur potensial,50 hari,11000000,Sosial,Ya,Ya
1774,Butuh website katalog produk furniture kami dengan fitur pencarian dan filter,Laravel,Website,"Katalog dengan filter, pencarian, detail produk, form kontak",Dekorator interior dan pembeli retail,40 hari,8500000,Furnitur,Ya,Ya
1775,Kami membutuhkan sistem backend untuk aplikasi booking layanan home service,Django,Sistem Backend,"Manajemen jadwal, notifikasi, pembayaran, review",Penyedia jasa dan konsumen,55 hari,16000000,Jasa,Tidak,Ya
